Start Time, 2021-04-18 - 12:48:32
Sample Rate,10
Operation Mode,Constant Depth
Target Depth [m],0.0
Target Height [m],0.0
Roll Kp,1.0
Roll Ki,0.0
Roll Kd,0.0
Height Kp,1.0
Height Ki,0.0
Height Kd,0.0
Depth Kp,1.0
Depth Ki,0.0
Depth Kd,0.0
Adaptive Depth Kp,1.0
Adaptive Depth Ki,0.0
Adaptive Depth Kd,0.0
Camera Mode,0
Photo Frequency [ms],0
 
 #######DATA######## 

Elapsed Time [s],Height [m],Height Error [m],Depth [m],Depth Error [m],Pressure [kPa],Temperature [C],Yaw [deg],Pitch [deg], Roll [deg], Battery Voltage [V],Battery Current [A]
0.02350243299997601,Calibration Complete
9.64828981300002,1.14,-1.14,0.45,-0.45,10571.00,23.31,308.69,4.94,43.38,3.51,36.54
9.659502621000001,
9.67143261199999,
9.684951083999977,
9.75898065399997,1.14,-1.14,0.44,-0.44,10565.00,23.31,308.25,6.06,49.25,3.54,36.54
9.770198148999953,
9.782034702999908,
9.793458185999953,
9.869753473999936,1.14,-1.14,0.45,-0.45,10568.00,23.31,307.81,6.00,50.56,3.51,36.54
9.880774876000032,
9.89188143399997,
9.902941637999902,
9.98044707500003,1.14,-1.14,0.45,-0.45,10570.00,23.31,307.63,5.94,50.38,3.47,36.41
9.99139753999998,
10.004284349000045,
10.015490176999947,
10.087653245999945,1.14,-1.14,0.45,-0.45,10570.00,23.31,306.75,5.69,45.19,3.62,36.41
10.098576419999972,
10.1098219349999,
10.12120859599986,
10.196999511000058,1.14,-1.14,0.45,-0.45,10574.00,23.31,306.19,5.00,30.00,3.51,36.41
10.208214504999887,
10.21991178899998,
10.23128183499989,
10.304169536000018,1.14,-1.14,0.45,-0.45,10570.00,23.31,305.56,4.63,19.00,3.47,36.41
10.31545713499986,
10.32682165999995,
10.33813561299985,
10.410649981999995,1.14,-1.14,0.45,-0.45,10574.00,23.31,305.31,2.94,9.44,3.47,36.41
10.421483832999911,
10.432523254999978,
10.443360231000042,
10.454239081999958,
10.521049678000054,1.14,-1.14,0.44,-0.44,10564.00,23.31,304.94,1.50,4.94,3.54,36.41
10.532634306999853,
10.543685968999853,
10.555212524999888,
10.631954893000056,1.14,-1.14,0.45,-0.45,10568.00,23.31,304.38,0.12,1.50,3.58,36.54
10.64330014799998,
10.655115399999886,
10.674812902999975,
10.742433338999945,1.14,-1.14,0.45,-0.45,10574.00,23.31,303.88,-0.75,-6.13,3.51,36.41
10.753742031000002,
10.765271035000069,
10.776439987999993,
10.848696234000045,1.14,-1.14,0.45,-0.45,10568.00,23.31,304.25,-1.88,-17.00,3.51,36.41
10.859545656999899,
10.870734610999989,
10.881634189999886,
10.959183117000066,1.14,-1.14,0.45,-0.45,10569.00,23.31,305.50,-3.75,-30.75,3.54,36.41
10.970047020000038,
10.981924198999877,
10.992804246999867,
11.070275101999869,1.14,-1.14,0.46,-0.46,10575.00,23.31,305.63,-4.06,-35.81,3.51,36.41
11.081261034999898,
11.092705715999955,
11.103639670999883,
11.17619023799989,1.14,-1.14,0.45,-0.45,10568.00,23.31,304.94,-4.06,-30.50,3.58,36.41
11.187135702999967,
11.198647882999921,
11.209884805000002,
11.286977380000053,1.14,-1.14,0.45,-0.45,10566.00,23.31,303.63,-2.56,-11.81,3.40,36.41
11.297884146999877,
11.309075757000073,
11.320207730999982,
11.393875218999938,1.15,-1.15,0.45,-0.45,10569.00,23.31,302.19,-1.25,3.94,3.58,36.41
11.404888391999975,
11.416041303999918,
11.427097757999945,
11.499772229999962,1.15,-1.15,0.45,-0.45,10570.00,23.31,303.13,-1.81,5.19,3.47,36.41
11.51066686199988,
11.521900034000055,
11.532971279999856,
11.610434269000052,1.14,-1.14,0.45,-0.45,10569.00,23.31,305.00,-2.38,4.88,3.54,36.41
11.621313744999952,
11.632381032000012,
11.644252533999861,
11.717551533999995,1.14,-1.14,0.45,-0.45,10567.00,23.31,305.69,-2.94,4.75,3.51,36.54
11.728649237999889,
11.74020313699998,
11.751585839999962,
11.828180917000054,1.14,-1.14,0.45,-0.45,10571.00,23.31,305.25,-3.50,5.00,3.58,36.41
11.839299922999999,
11.850658770999871,
11.862020483999913,
